1. [16, 10]
555. [25, 16]
556. [10, 5]
557. [14, 26]
558. [6, 13]
559. [21, 30]
560. [10, 6]
561. [14, 10]
562. [20, 25]
563. [10, 6]
564. [22, 6]
565. [7, 6]
566. [19, 22]
567. [11, 20]
568. [10, 6]
569. [6, 16]
570. [6, 5]
571. [6, 23]
572. [26, 28]
573. [14, 13]
574. [10, 13]
575. [23, 29]
576. [30, 10]
577. [5, 18]
578. [9, 3]
579. [13, 30]
580. [31, 6]
581. [13, 12]
582. [13, 25]
583. [30, 22]
584. [20, 29]
585. [6, 4]
586. [11, 11]
587. [22, 23]
588. [20, 10]
589. [1, 14]
590. [18, 12]
591. [13, 17]
592. [2, 28]
593. [27, 18]
594. [23, 27]
595. [16, 5]
596. [7, 21]
597. [30, 13]
598. [28, 31]
599. [28, 13]
600. [14, 16]
601. [6, 13]
602. [2, 22]
603. [22, 13]
604. [31, 18]
605. [30, 24]
606. [14, 31]
607. [16, 14]
608. [2, 22]
609. [11, 11]
610. [19, 23]
611. [28, 30]
612. [12, 13]
613. [11, 30]
614. [24, 15]
615. [19, 13]
616. [27, 1]
617. [15, 17]
618. [14, 21]
619. [2, 3]
620. [15, 10]
621. [12, 29]
622. [14, 13]
623. [19, 14]
624. [7, 27]
625. [19, 6]
626. [30, 13]
627. [14, 10]
628. [7, 15]
629. [22, 25]
630. [1, 25]
631. [21, 14]
632. [30, 6]
633. [29, 16]
634. [6, 30]
635. [9, 10]
636. [18, 3]
637. [16, 6]
638. [22, 25]
639. [6, 6]
640. [1, 14]
641. [14, 18]
642. [5, 4]
643. [10, 6]
644. [11, 6]
645. [16, 19]
646. [10, 16]
647. [30, 10]
648. [12, 17]
649. [30, 6]
650. [6, 13]
651. [16, 22]
652. [16, 5]
653. [18, 8]
654. [6, 14]
655. [16, 16]
656. [1, 4]
657. [15, 16]
658. [25, 13]
659. [30, 31]
660. [2, 14]
661. [27, 6]
662. [10, 13]
663. [28, 14]
664. [18, 24]
665. [10, 14]
666. [15, 30]
667. [13, 10]
668. [10, 10]
669. [30, 14]
670. [14, 30]
671. [26, 6]
672. [7, 5]
673. [6, 30]
674. [30, 6]
675. [14, 2]
676. [13, 16]
677. [3, 31]
678. [14, 8]
679. [30, 10]
680. [15, 22]
681. [15, 12]
682. [10, 24]
683. [10, 3]
684. [30, 4]
685. [1, 10]
686. [6, 6]
687. [19, 24]
688. [6, 22]
689. [1, 2]
690. [16, 8]
691. [21, 11]
692. [5, 17]
693. [19, 13]
694. [15, 6]
695. [21, 14]
696. [27, 30]
697. [13, 15]
698. [18, 6]
699. [13, 27]
700. [31, 16]
701. [24, 8]
702. [3, 30]
703. [27, 31]
704. [8, 8]
705. [6, 30]
706. [17, 10]
707. [24, 27]
708. [31, 12]
709. [10, 10]
710. [9, 10]
711. [10, 30]
712. [11, 11]
713. [19, 17]
714. [2, 6]
715. [14, 7]
716. [10, 31]
717. [14, 1]
718. [14, 5]
719. [12, 16]
720. [28, 13]
721. [27, 8]
722. [30, 13]
723. [10, 11]
724. [13, 11]
725. [6, 5]
726. [27, 27]
727. [6, 4]
728. [16, 16]
729. [8, 30]
730. [14, 21]
731. [16, 2]
732. [16, 16]
733. [6, 12]
734. [10, 26]
735. [28, 6]
736. [14, 10]
737. [3, 3]
738. [14, 13]
739. [24, 11]
740. [21, 28]
741. [26, 30]
742. [14, 15]
743. [10, 31]
744. [14, 4]
745. [17, 10]
746. [13, 14]
747. [30, 14]
748. [10, 16]
749. [14, 6]
750. [6, 16]
751. [30, 2]
752. [5, 14]
753. [16, 13]
754. [15, 28]
755. [3, 30]
756. [10, 13]
757. [7, 10]
758. [30, 30]
759. [6, 9]
760. [7, 22]
761. [6, 1]
762. [4, 15]
763. [14, 9]
764. [25, 10]
765. [7, 10]
766. [30, 2]
767. [4, 10]
768. [11, 13]
769. [10, 10]
770. [12, 9]
771. [30, 1]
772. [24, 10]
773. [23, 10]
774. [6, 14]
775. [16, 9]
776. [14, 6]
777. [25, 7]
778. [10, 11]
779. [16, 25]
780. [10, 30]
781. [10, 20]
782. [30, 31]
783. [18, 10]
784. [17, 31]
785. [14, 19]
786. [30, 14]
787. [9, 21]
788. [6, 25]
789. [22, 14]
790. [28, 6]
791. [14, 7]
792. [13, 13]
793. [21, 16]
794. [28, 14]
795. [3, 6]
796. [30, 10]
797. [4, 15]
798. [11, 31]
799. [28, 11]
800. [28, 10]
801. [13, 18]
802. [16, 28]
803. [24, 27]
804. [1, 14]
805. [2, 6]
806. [30, 6]
807. [20, 15]
808. [5, 16]
809. [16, 20]
810. [30, 16]
811. [30, 13]
812. [24, 19]
813. [24, 12]
814. [9, 14]
815. [10, 14]
816. [16, 14]
817. [13, 31]
818. [24, 24]
819. [16, 27]
820. [22, 22]
821. [16, 2]
822. [22, 6]
823. [17, 14]
824. [8, 6]
825. [2, 25]
826. [6, 16]
827. [16, 2]
828. [13, 6]
829. [6, 30]
830. [14, 1]
831. [13, 26]
832. [13, 25]
833. [18, 19]
834. [22, 6]
835. [16, 8]
836. [9, 13]
837. [10, 20]
838. [26, 23]
839. [8, 16]
840. [6, 13]
841. [2, 14]
842. [6, 28]
843. [30, 16]
844. [26, 30]
845. [24, 30]
846. [13, 30]
847. [17, 16]
848. [27, 14]
849. [6, 13]
850. [5, 9]
851. [21, 16]
852. [6, 13]
853. [6, 30]
854. [8, 31]
855. [26, 30]
856. [6, 24]
857. [6, 16]
858. [12, 31]
859. [24, 7]
860. [3, 13]
861. [3, 16]
862. [10, 18]
863. [26, 20]
864. [6, 21]
865. [10, 30]
866. [6, 6]
867. [14, 4]
868. [1, 16]
869. [27, 10]
870. [30, 23]
871. [20, 10]
872. [31, 10]
873. [14, 6]
874. [16, 2]
875. [10, 13]
876. [11, 12]
877. [25, 8]
878. [29, 29]
879. [11, 17]
880. [12, 13]
881. [24, 13]
882. [18, 5]
883. [11, 1]
884. [10, 2]
885. [27, 6]
886. [13, 31]
887. [15, 11]
888. [1, 13]
889. [26, 14]
890. [8, 15]
891. [28, 14]
892. [7, 28]
893. [6, 13]
894. [20, 19]
895. [14, 13]
896. [13, 29]
897. [6, 22]
898. [30, 13]
899. [14, 16]
900. [28, 14]
901. [13, 25]
902. [22, 25]
903. [3, 14]
904. [17, 29]
905. [31, 30]
906. [3, 17]
907. [14, 23]
908. [10, 30]
909. [21, 14]
910. [14, 30]
911. [9, 30]
912. [12, 2]
913. [9, 14]
914. [22, 31]
915. [9, 8]
916. [3, 21]
917. [11, 2]
918. [14, 30]
919. [6, 16]
920. [8, 10]
921. [16, 23]
922. [23, 14]
923. [23, 14]
924. [28, 26]
925. [23, 29]
926. [6, 12]
927. [11, 10]
928. [11, 12]
929. [12, 28]
930. [6, 25]
931. [13, 19]
932. [25, 9]
933. [16, 6]
934. [13, 13]
935. [16, 4]
936. [18, 11]
937. [11, 19]
938. [29, 13]
939. [12, 30]
940. [30, 10]
941. [4, 10]
942. [10, 7]
943. [13, 27]
944. [27, 30]
945. [4, 16]
946. [5, 16]
947. [6, 24]
948. [6, 16]
949. [10, 28]
950. [30, 6]
951. [30, 8]
952. [3, 14]
953. [16, 6]
954. [7, 6]
955. [20, 19]
956. [10, 8]
957. [16, 10]
958. [13, 7]
959. [18, 18]
960. [10, 30]
961. [10, 20]
962. [14, 28]
963. [6, 12]
964. [14, 23]
965. [27, 2]
966. [18, 16]
967. [18, 4]
968. [13, 11]
969. [28, 2]
970. [3, 24]
971. [10, 6]
972. [17, 12]
973. [30, 13]
974. [10, 10]
975. [27, 4]
976. [12, 3]
977. [23, 19]
978. [10, 20]
979. [25, 29]
980. [16, 16]
981. [8, 19]
982. [16, 26]
983. [27, 13]
984. [16, 12]
985. [15, 15]
986. [13, 13]
987. [24, 30]
988. [4, 8]
989. [1, 2]
990. [14, 20]
991. [26, 23]
992. [15, 10]
993. [13, 14]
994. [8, 8]
995. [10, 31]
996. [15, 20]
997. [25, 30]
998. [4, 16]
999. [22, 30]
1000. [16, 19]
1. [6, 1]
2. [5, 21]
3. [30, 10]
4. [22, 8]
5. [6, 6]
6. [10, 14]
7. [25, 17]
8. [10, 17]
9. [29, 6]
10. [10, 28]
11. [5, 1]
12. [13, 16]
13. [10, 16]
14. [28, 2]
15. [30, 3]
16. [8, 27]
17. [22, 13]
18. [27, 17]
19. [8, 14]
20. [25, 22]
21. [6, 31]
22. [11, 6]
23. [14, 30]
24. [29, 16]
25. [14, 4]
26. [30, 17]
27. [17, 4]
28. [7, 26]
29. [16, 6]
30. [10, 14]
31. [13, 16]
32. [16, 30]
33. [10, 30]
34. [3, 5]
35. [5, 6]
36. [31, 14]
37. [28, 16]
38. [8, 14]
39. [20, 17]
40. [13, 13]
41. [14, 6]
42. [30, 16]
43. [2, 15]
44. [6, 13]
45. [8, 16]
46. [25, 9]
47. [17, 6]
48. [26, 30]
49. [17, 9]
50. [25, 11]
51. [6, 29]
52. [10, 25]
53. [14, 11]
54. [13, 10]
55. [17, 13]
56. [12, 25]
57. [14, 3]
58. [30, 25]
59. [14, 14]
60. [10, 28]
61. [19, 6]
62. [14, 10]
63. [13, 13]
64. [6, 6]
65. [7, 19]
66. [17, 14]
67. [2, 25]
68. [13, 31]
69. [14, 30]
70. [7, 14]
71. [14, 25]
72. [3, 10]
73. [14, 18]
74. [23, 28]
75. [9, 30]
76. [27, 29]
77. [16, 16]
78. [4, 10]
79. [13, 13]
80. [20, 31]
81. [22, 31]
82. [10, 14]
83. [13, 10]
84. [7, 26]
85. [14, 14]
86. [13, 30]
87. [22, 30]
88. [13, 1]
89. [13, 17]
90. [30, 17]
91. [14, 5]
92. [16, 16]
93. [26, 27]
94. [13, 22]
95. [20, 28]
96. [5, 26]
97. [7, 6]
98. [15, 10]
99. [27, 3]
100. [26, 4]
101. [26, 14]
102. [14, 12]
103. [12, 10]
104. [14, 4]
105. [18, 4]
106. [30, 12]
107. [30, 20]
108. [13, 10]
109. [30, 14]
110. [13, 12]
111. [21, 6]
112. [14, 31]
113. [30, 10]
114. [6, 5]
115. [8, 5]
116. [30, 30]
117. [23, 10]
118. [8, 16]
119. [28, 30]
120. [30, 7]
121. [26, 3]
122. [14, 13]
123. [15, 13]
124. [10, 3]
125. [21, 28]
126. [10, 14]
127. [6, 30]
128. [20, 26]
129. [16, 3]
130. [10, 16]
131. [14, 25]
132. [17, 20]
133. [10, 14]
134. [7, 13]
135. [21, 23]
136. [14, 30]
137. [16, 10]
138. [23, 30]
139. [13, 2]
140. [7, 13]
141. [7, 26]
142. [3, 2]
143. [31, 6]
144. [30, 15]
145. [27, 16]
146. [10, 14]
147. [14, 7]
148. [16, 13]
149. [16, 13]
150. [16, 20]
151. [5, 7]
152. [22, 19]
153. [1, 1]
154. [14, 8]
155. [13, 14]
156. [1, 27]
157. [16, 30]
158. [7, 7]
159. [2, 2]
160. [6, 10]
161. [12, 22]
162. [16, 13]
163. [14, 16]
164. [4, 7]
165. [10, 14]
166. [22, 8]
167. [16, 18]
168. [6, 31]
169. [4, 6]
170. [14, 14]
171. [13, 23]
172. [18, 21]
173. [30, 14]
174. [15, 6]
175. [16, 3]
176. [16, 6]
177. [5, 31]
178. [3, 1]
179. [7, 18]
180. [1, 16]
181. [10, 30]
182. [6, 13]
183. [16, 7]
184. [30, 12]
185. [18, 27]
186. [14, 7]
187. [3, 6]
188. [26, 12]
189. [10, 19]
190. [12, 18]
191. [9, 6]
192. [14, 6]
193. [14, 6]
194. [16, 13]
195. [10, 21]
196. [26, 7]
197. [13, 16]
198. [9, 14]
199. [6, 14]
200. [10, 16]
201. [7, 14]
202. [10, 13]
203. [13, 16]
204. [30, 24]
205. [31, 10]
206. [22, 10]
207. [16, 7]
208. [30, 23]
209. [26, 28]
210. [16, 22]
211. [13, 3]
212. [13, 15]
213. [14, 6]
214. [10, 8]
215. [14, 2]
216. [1, 27]
217. [27, 3]
218. [26, 10]
219. [13, 25]
220. [5, 13]
221. [25, 6]
222. [13, 3]
223. [10, 6]
224. [31, 28]
225. [5, 30]
226. [2, 6]
227. [11, 3]
228. [13, 4]
229. [19, 24]
230. [29, 16]
231. [26, 3]
232. [18, 30]
233. [6, 7]
234. [6, 19]
235. [10, 16]
236. [14, 11]
237. [30, 14]
238. [23, 16]
239. [30, 6]
240. [13, 14]
241. [27, 29]
242. [2, 7]
243. [14, 14]
244. [30, 30]
245. [5, 18]
246. [9, 12]
247. [24, 5]
248. [14, 20]
249. [10, 30]
250. [27, 17]
251. [13, 25]
252. [16, 16]
253. [16, 23]
254. [12, 14]
255. [14, 30]
256. [10, 23]
257. [13, 14]
258. [13, 29]
259. [17, 23]
260. [13, 25]
261. [3, 17]
262. [30, 28]
263. [10, 18]
264. [15, 17]
265. [5, 13]
266. [14, 30]
267. [29, 30]
268. [14, 16]
269. [6, 22]
270. [13, 27]
271. [6, 3]
272. [1, 7]
273. [19, 9]
274. [8, 21]
275. [8, 10]
276. [13, 30]
277. [6, 14]
278. [11, 6]
279. [20, 1]
280. [14, 10]
281. [29, 10]
282. [13, 13]
283. [7, 31]
284. [17, 21]
285. [9, 1]
286. [16, 18]
287. [13, 13]
288. [27, 30]
289. [22, 14]
290. [25, 6]
291. [27, 11]
292. [2, 30]
293. [30, 30]
294. [22, 4]
295. [6, 16]
296. [30, 11]
297. [10, 5]
298. [14, 30]
299. [13, 23]
300. [13, 13]
301. [14, 6]
302. [15, 15]
303. [8, 30]
304. [15, 10]
305. [14, 5]
306. [10, 10]
307. [31, 2]
308. [28, 13]
309. [19, 16]
310. [13, 18]
311. [2, 26]
312. [7, 31]
313. [13, 2]
314. [10, 30]
315. [16, 18]
316. [6, 27]
317. [3, 9]
318. [13, 19]
319. [6, 3]
320. [13, 6]
321. [10, 16]
322. [6, 15]
323. [6, 30]
324. [10, 30]
325. [13, 6]
326. [16, 16]
327. [22, 26]
328. [6, 23]
329. [6, 1]
330. [8, 6]
331. [1, 19]
332. [30, 16]
333. [22, 30]
334. [13, 14]
335. [18, 17]
336. [9, 17]
337. [23, 3]
338. [24, 13]
339. [6, 27]
340. [20, 9]
341. [14, 7]
342. [24, 6]
343. [26, 16]
344. [10, 20]
345. [3, 13]
346. [14, 12]
347. [30, 13]
348. [10, 13]
349. [10, 16]
350. [8, 2]
351. [26, 16]
352. [6, 15]
353. [10, 19]
354. [29, 14]
355. [10, 6]
356. [26, 4]
357. [7, 7]
358. [19, 11]
359. [4, 14]
360. [27, 16]
361. [3, 13]
362. [22, 13]
363. [23, 5]
364. [10, 21]
365. [19, 4]
366. [23, 14]
367. [27, 13]
368. [31, 16]
369. [10, 24]
370. [22, 11]
371. [7, 10]
372. [10, 12]
373. [18, 14]
374. [5, 7]
375. [16, 6]
376. [4, 15]
377. [21, 30]
378. [6, 13]
379. [1, 14]
380. [10, 14]
381. [9, 30]
382. [8, 14]
383. [21, 16]
384. [12, 16]
385. [14, 16]
386. [9, 30]
387. [16, 14]
388. [14, 24]
389. [7, 29]
390. [22, 20]
391. [10, 10]
392. [14, 7]
393. [10, 8]
394. [14, 13]
395. [9, 30]
396. [13, 6]
397. [4, 30]
398. [27, 15]
399. [8, 31]
400. [3, 14]
401. [18, 8]
402. [30, 5]
403. [17, 30]
404. [14, 1]
405. [28, 10]
406. [14, 8]
407. [16, 7]
408. [31, 13]
409. [25, 8]
410. [30, 16]
411. [16, 14]
412. [13, 16]
413. [13, 10]
414. [6, 24]
415. [21, 6]
416. [6, 30]
417. [30, 5]
418. [30, 17]
419. [13, 27]
420. [20, 21]
421. [8, 10]
422. [28, 20]
423. [30, 4]
424. [10, 9]
425. [4, 31]
426. [22, 28]
427. [19, 7]
428. [23, 6]
429. [9, 6]
430. [14, 14]
431. [9, 13]
432. [25, 16]
433. [22, 27]
434. [14, 23]
435. [10, 10]
436. [30, 7]
437. [1, 4]
438. [3, 16]
439. [16, 18]
440. [5, 11]
441. [6, 14]
442. [16, 31]
443. [9, 14]
444. [8, 10]
445. [17, 2]
446. [6, 21]
447. [31, 7]
448. [1, 14]
449. [26, 14]
450. [16, 13]
451. [13, 1]
452. [25, 16]
453. [10, 14]
454. [28, 27]
455. [17, 19]
456. [6, 19]
457. [14, 17]
458. [22, 11]
459. [11, 18]
460. [6, 20]
461. [24, 6]
462. [2, 6]
463. [11, 22]
464. [22, 6]
465. [8, 13]
466. [15, 30]
467. [6, 5]
468. [21, 6]
469. [24, 16]
470. [5, 17]
471. [15, 6]
472. [27, 21]
473. [5, 2]
474. [30, 7]
475. [13, 8]
476. [8, 6]
477. [24, 7]
478. [13, 16]
479. [10, 16]
480. [14, 23]
481. [16, 10]
482. [25, 16]
483. [6, 10]
484. [13, 3]
485. [13, 14]
486. [6, 28]
487. [13, 8]
488. [27, 10]
489. [27, 6]
490. [14, 30]
491. [8, 17]
492. [30, 24]
493. [6, 10]
494. [25, 10]
495. [14, 12]
496. [9, 3]
497. [23, 10]
498. [10, 16]
499. [2, 18]
500. [13, 16]
501. [27, 14]
502. [7, 16]
503. [26, 2]
504. [13, 16]
505. [13, 22]
506. [4, 5]
507. [13, 31]
508. [16, 9]
509. [16, 16]
510. [17, 20]
511. [13, 2]
512. [14, 15]
513. [13, 22]
514. [30, 1]
515. [6, 30]
516. [10, 17]
517. [3, 16]
518. [4, 3]
519. [13, 6]
520. [30, 20]
521. [4, 15]
522. [22, 1]
523. [30, 6]
524. [13, 21]
525. [5, 13]
526. [30, 30]
527. [23, 30]
528. [14, 26]
529. [11, 26]
530. [7, 9]
531. [14, 11]
532. [5, 5]
533. [26, 14]
534. [27, 14]
535. [30, 13]
536. [13, 19]
537. [10, 10]
538. [30, 13]
539. [4, 10]
540. [21, 30]
541. [13, 10]
542. [14, 22]
543. [14, 2]
544. [20, 3]
545. [14, 11]
546. [1, 10]
547. [21, 14]
548. [30, 6]
549. [18, 23]
550. [10, 6]
551. [14, 7]
552. [17, 16]
553. [8, 20]
554. [30, 29]
555. [10, 23]
556. [14, 10]
557. [6, 6]
558. [14, 19]
559. [19, 16]
560. [30, 6]
561. [19, 29]
562. [30, 16]
563. [6, 13]
564. [20, 6]
565. [10, 6]
566. [14, 21]
567. [16, 14]
568. [30, 17]
569. [30, 9]
570. [14, 30]
571. [27, 7]
572. [30, 5]
573. [14, 21]
574. [29, 26]
575. [19, 16]
576. [15, 5]
577. [21, 12]
578. [10, 6]
579. [7, 10]
580. [14, 10]
581. [15, 29]
582. [10, 14]
583. [12, 30]
584. [16, 13]
585. [30, 16]
586. [11, 13]
587. [27, 14]
588. [15, 23]
589. [10, 6]
590. [14, 13]
591. [31, 14]
592. [26, 31]
593. [16, 16]
594. [13, 16]
595. [16, 5]
596. [16, 6]
597. [15, 25]
598. [14, 16]
599. [19, 30]
600. [1, 10]
601. [8, 10]
602. [8, 17]
603. [30, 10]
604. [6, 14]
605. [16, 24]
606. [12, 16]
607. [5, 15]
608. [8, 13]
609. [10, 18]
610. [14, 6]
611. [26, 18]
612. [13, 6]
613. [12, 13]
614. [14, 8]
615. [7, 14]
616. [31, 27]
617. [8, 13]
618. [18, 24]
619. [30, 12]
620. [5, 30]
621. [29, 21]
622. [14, 1]
623. [16, 7]
624. [24, 20]
625. [10, 10]
626. [18, 27]
627. [13, 31]
628. [26, 23]
629. [15, 6]
630. [30, 1]
631. [5, 18]
632. [14, 16]
633. [26, 30]
634. [12, 18]
635. [16, 30]
636. [13, 8]
637. [24, 2]
638. [28, 30]
639. [30, 16]
640. [15, 22]
641. [18, 6]
642. [31, 14]
643. [30, 10]
644. [16, 11]
645. [1, 3]
646. [14, 4]
647. [13, 18]
648. [16, 18]
649. [13, 10]
650. [16, 19]
651. [22, 4]
652. [6, 14]
653. [13, 6]
654. [26, 16]
655. [6, 22]
656. [13, 10]
657. [28, 24]
658. [13, 23]
659. [1, 19]
660. [26, 10]
661. [14, 24]
662. [16, 22]
663. [4, 16]
664. [14, 6]
665. [30, 14]
666. [8, 23]
667. [6, 7]
668. [10, 4]
669. [16, 30]
670. [16, 26]
671. [4, 9]
672. [2, 6]
673. [18, 17]
674. [6, 8]
675. [6, 11]
676. [14, 30]
677. [15, 14]
678. [16, 30]
679. [30, 6]
680. [6, 30]
681. [30, 7]
682. [6, 19]
683. [8, 6]
684. [31, 13]
685. [16, 18]
686. [5, 28]
687. [21, 16]
688. [6, 2]
689. [16, 10]
690. [26, 8]
691. [9, 4]
692. [18, 30]
693. [18, 26]
694. [15, 7]
695. [31, 3]
696. [15, 16]
697. [6, 6]
698. [8, 3]
699. [4, 14]
700. [14, 9]
701. [21, 16]
702. [14, 26]
703. [30, 26]
704. [3, 1]
705. [5, 28]
706. [16, 3]
707. [29, 4]
708. [22, 26]
709. [22, 13]
710. [2, 19]
711. [6, 30]
712. [13, 13]
713. [14, 10]
714. [25, 10]
715. [13, 30]
716. [4, 13]
717. [14, 10]
718. [30, 30]
719. [15, 21]
720. [10, 10]
721. [30, 30]
722. [7, 30]
723. [6, 16]
724. [30, 30]
725. [10, 14]
726. [30, 22]
727. [6, 11]
728. [8, 13]
729. [14, 18]
730. [30, 20]
731. [17, 17]
732. [3, 27]
733. [30, 6]
734. [7, 8]
735. [8, 13]
736. [12, 6]
737. [23, 14]
738. [13, 16]
739. [10, 11]
740. [19, 6]
741. [2, 16]
742. [16, 3]
743. [10, 14]
744. [10, 13]
745. [11, 6]
746. [16, 18]
747. [17, 13]
748. [7, 19]
749. [16, 30]
750. [11, 23]
751. [16, 10]
752. [16, 21]
753. [13, 9]
754. [6, 14]
755. [17, 29]
756. [30, 22]
757. [14, 10]
758. [21, 17]
759. [10, 2]
760. [16, 10]
761. [3, 13]
762. [8, 10]
763. [30, 11]
764. [27, 14]
765. [28, 12]
766. [30, 25]
767. [13, 13]
768. [6, 6]
769. [24, 6]
770. [16, 3]
771. [27, 21]
772. [1, 11]
773. [13, 4]
774. [24, 14]
775. [19, 6]
776. [12, 16]
777. [23, 14]
778. [14, 16]
779. [5, 30]
780. [21, 6]
781. [28, 27]
782. [4, 27]
783. [11, 23]
784. [6, 14]
785. [30, 26]
786. [28, 14]
787. [20, 20]
788. [19, 11]
789. [14, 13]
790. [24, 19]
791. [23, 22]
792. [14, 30]
793. [21, 16]
794. [5, 13]
795. [15, 20]
796. [10, 14]
797. [19, 30]
798. [12, 23]
799. [21, 22]
800. [14, 7]
801. [24, 13]
802. [4, 9]
803. [10, 14]
804. [31, 12]
805. [13, 4]
806. [20, 5]
807. [13, 14]
808. [30, 23]
809. [1, 10]
810. [25, 9]
811. [16, 30]
812. [10, 16]
813. [11, 13]
814. [10, 1]
815. [16, 7]
816. [30, 13]
817. [13, 14]
818. [30, 5]
819. [13, 10]
820. [30, 3]
821. [30, 16]
822. [16, 19]
823. [8, 7]
824. [30, 29]
825. [18, 6]
826. [23, 5]
827. [15, 14]
828. [10, 29]
829. [4, 24]
830. [12, 16]
831. [30, 13]
832. [14, 25]
833. [13, 13]
834. [30, 11]
835. [23, 3]
836. [28, 24]
837. [13, 23]
838. [25, 14]
839. [7, 16]
840. [30, 30]
841. [29, 16]
842. [14, 31]
843. [10, 14]
844. [5, 6]
845. [17, 31]
846. [10, 11]
847. [6, 30]
848. [14, 4]
849. [31, 30]
850. [30, 14]
851. [21, 6]
852. [29, 6]
853. [10, 10]
854. [30, 13]
855. [16, 16]
856. [20, 27]
857. [13, 10]
858. [2, 12]
859. [13, 18]
860. [17, 9]
861. [2, 28]
862. [19, 12]
863. [29, 12]
864. [28, 6]
865. [30, 3]
866. [25, 6]
867. [14, 18]
868. [14, 29]
869. [13, 16]
870. [10, 30]
871. [26, 5]
872. [16, 1]
873. [1, 30]
874. [13, 10]
875. [14, 12]
876. [6, 13]
877. [16, 4]
878. [30, 13]
879. [6, 5]
880. [6, 22]
881. [6, 29]
882. [23, 10]
883. [12, 15]
884. [31, 2]
885. [16, 24]
886. [16, 3]
887. [6, 31]
888. [16, 19]
889. [14, 17]
890. [15, 10]
891. [14, 25]
892. [11, 30]
893. [8, 16]
894. [14, 14]
895. [27, 17]
896. [11, 13]
897. [10, 7]
898. [13, 19]
899. [22, 14]
900. [6, 10]
901. [13, 30]
902. [30, 14]
903. [14, 13]
904. [19, 14]
905. [21, 10]
906. [16, 15]
907. [6, 30]
908. [10, 6]
909. [22, 16]
910. [2, 21]
911. [13, 16]
912. [10, 9]
913. [16, 5]
914. [21, 10]
915. [11, 28]
916. [14, 30]
917. [6, 26]
918. [30, 8]
919. [30, 29]
920. [3, 6]
921. [17, 16]
922. [16, 30]
923. [11, 15]
924. [27, 27]
925. [3, 26]
926. [5, 16]
927. [3, 8]
928. [6, 16]
929. [2, 9]
930. [3, 16]
931. [13, 11]
932. [15, 6]
933. [11, 12]
934. [5, 14]
935. [1, 14]
936. [30, 10]
937. [6, 16]
938. [5, 5]
939. [6, 10]
940. [16, 20]
941. [16, 16]
942. [16, 16]
943. [24, 16]
944. [17, 9]
945. [12, 30]
946. [13, 28]
947. [30, 11]
948. [30, 10]
949. [30, 9]
950. [10, 8]
951. [30, 6]
952. [14, 6]
953. [19, 13]
954. [17, 25]
955. [14, 6]
956. [31, 11]
957. [12, 5]
958. [11, 26]
959. [18, 20]
960. [14, 13]
961. [10, 17]
962. [29, 29]
963. [13, 23]
964. [10, 6]
965. [17, 12]
966. [28, 23]
967. [24, 16]
968. [10, 13]
969. [28, 10]
970. [25, 17]
971. [6, 5]
972. [14, 1]
973. [30, 15]
974. [31, 10]
975. [15, 10]
976. [5, 14]
977. [13, 9]
978. [10, 4]
979. [2, 10]
980. [13, 1]
981. [14, 21]
982. [30, 10]
983. [30, 13]
984. [17, 31]
985. [6, 13]
986. [14, 13]
987. [25, 3]
988. [13, 17]
989. [24, 20]
990. [16, 1]
991. [18, 22]
992. [16, 6]
993. [10, 10]
994. [7, 2]
995. [6, 5]
996. [10, 14]
997. [20, 2]
998. [6, 18]
999. [24, 24]
1000. [30, 27]
